"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"822","4112-30-CL20","3191-1523-SE21","17/03/2021","$5.286.718,00","","ACEPTADA"
"823","4112-30-CL20","3191-1751-SE21","29/03/2021","$4.061.589,00","","ACEPTADA"
"824","4112-30-CL20","3191-4048-SE20","26/08/2020","$4.061.599,00","","ACEPTADA"
"825","4112-30-CL20","3191-4301-SE20","09/09/2020","$3.822.982,00","","RECEPCIÓN CONFORME"
"826","4112-30-CL20","3191-4768-SE20","02/10/2020","$4.061.589,00","","ACEPTADA"
"827","4112-30-CL20","3191-5232-SE20","02/11/2020","$4.061.589,00","","ACEPTADA"
"828","4112-30-CL20","3191-574-SE21","25/01/2021","$4.061.589,00","","ACEPTADA"
"829","4112-30-CL20","3191-5838-SE20","03/12/2020","$4.061.589,00","","ACEPTADA"
"830","4112-30-CL20","3191-6148-SE20","17/12/2020","$4.061.589,00","","ACEPTADA"
"831","4112-32-CL20","3191-1198-SE21","26/02/2021","$618.800,00","","ACEPTADA"
"832","4112-32-CL20","3191-1677-SE21","24/03/2021","$2.829.820,00","","ACEPTADA"
"833","4112-32-CL20","3191-1749-SE21","29/03/2021","$618.800,00","","ACEPTADA"
"834","4112-32-CL20","3191-4766-SE20","02/10/2020","$618.800,00","","ACEPTADA"
"835","4112-32-CL20","3191-4980-SE20","16/10/2020","$618.800,00","","ACEPTADA"
"836","4112-32-CL20","3191-5205-SE20","29/10/2020","$618.800,00","","ACEPTADA"
"837","4112-32-CL20","3191-582-SE21","25/01/2021","$618.800,00","","ACEPTADA"
"838","4112-32-CL20","3191-5992-SE20","11/12/2020","$618.800,00","","ACEPTADA"
"839","4112-32-CL20","3191-6144-SE20","17/12/2020","$618.800,00","","ACEPTADA"
"840","4112-36-CL20","3191-5433-SE20","12/11/2020","$1.178.100,00","","ACEPTADA"
"841","4112-36-CL20","3191-6261-SE20","24/12/2020","$178.500,00","","ACEPTADA"
"842","4112-37-CL19","3191-1914-SE20","16/04/2020","$1.237.600,00","","RECEPCIÓN CONFORME"
"843","4112-37-CL19","3191-2318-SE20","19/05/2020","$3.444.355,00","","ACEPTADA"
"844","4112-37-CL19","3191-2346-SE20","20/05/2020","$309.400,00","","ACEPTADA"
"845","4112-37-CL19","3191-5026-SE19","25/09/2019","$3.444.355,00","","RECEPCIÓN CONFORME"
"846","4112-37-CL19","3191-5415-SE20","11/11/2020","$3.808.000,00","","ACEPTADA"
"847","4112-37-CL19","3191-6474-SE19","29/11/2019","$3.444.355,00","","ACEPTADA"
"848","4112-37-CL19","3191-6768-SE19","13/12/2019","$3.444.355,00","","ANULACIÓN REQUERIDA"
"849","4112-37-CL19","3191-6779-SE19","13/12/2019","$1.332.800,00","","ACEPTADA"
"850","4112-37-CL20","3191-5320-SE20","09/11/2020","$606.900,00","","ACEPTADA"
"851","4112-39-CL20","3191-110-SE21","07/01/2020","$166.600,00","","ACEPTADA"
"852","4112-39-CL20","3191-318-SE21","13/01/2020","$166.600,00","","ACEPTADA"
"853","4112-39-CL20","3191-421-SE21","18/01/2020","$83.300,00","","ACEPTADA"
"854","4112-39-CL20","3191-5249-SE20","03/11/2020","$41.650,00","","ACEPTADA"
"855","4112-39-CL20","3191-5267-SE20","03/11/2020","$41.650,00","","ACEPTADA"
"856","4112-39-CL20","3191-5435-SE20","12/11/2020","$124.950,00","","ACEPTADA"
"857","4112-39-CL20","3191-5540-SE20","18/11/2020","$124.950,00","","ACEPTADA"
"858","4112-39-CL20","3191-5737-SE20","30/11/2020","$41.650,00","","ACEPTADA"
"859","4112-39-CL20","3191-5786-SE20","01/12/2020","$124.950,00","","ACEPTADA"
"860","4112-39-CL20","3191-5869-SE20","04/12/2020","$249.900,00","","ACEPTADA"
"861","4112-39-CL20","3191-5922-SE20","09/12/2020","$83.300,00","","ACEPTADA"
"862","4112-39-CL20","3191-5964-SE20","10/12/2020","$83.300,00","","ACEPTADA"
"863","4112-39-CL20","3191-6180-SE20","21/12/2020","$41.650,00","","ACEPTADA"
"864","4112-39-CL20","3191-6260-SE20","24/12/2020","$41.650,00","","ACEPTADA"
"865","4112-39-CL20","3191-6290-SE20","28/12/2020","$83.300,00","","ACEPTADA"
"866","4112-39-CL20","3191-743-SE21","02/02/2020","$249.900,00","","ACEPTADA"
"867","4112-39-CL20","3191-95-SE21","07/01/2020","$83.300,00","","ACEPTADA"
"868","4112-3-CL18","3191-1058-SE20","13/03/2021","$41.645.054,00","","RECEPCIÓN CONFORME"
"869","4112-3-CL18","3191-1059-SE20","28/02/2020","$80.672.595,00","","RECEPCIÓN CONFORME"
"870","4112-3-CL18","3191-1060-SE20","28/02/2020","$52.516.564,00","","RECEPCIÓN CONFORME"
"871","4112-3-CL18","3191-1587-SE20","31/03/2020","$49.706.352,00","","RECEPCIÓN CONFORME"
"872","4112-3-CL18","3191-15-SE21","19/01/2020","$37.696.081,00","","ACEPTADA"
"873","4112-3-CL18","3191-1638-SE20","31/03/2020","$47.520.578,00","","RECEPCIÓN CONFORME"
"874","4112-3-CL18","3191-1664-SE20","31/03/2020","$72.617.531,00","","RECEPCIÓN CONFORME"
"875","4112-3-CL18","3191-18-SE21","19/01/2020","$38.776.177,00","","ACEPTADA"
"876","4112-3-CL18","3191-2058-SE20","30/04/2020","$45.503.141,00","","RECEPCIÓN CONFORME"
"877","296972-28-CL20","3191-1423-SE21","26/04/2021","$160.055,00","","ANULADA"
"878","4112-24-CL20","3191-4239-SE20","08/09/2020","$166.600,00","","RECEPCIÓN CONFORME"
"879","4112-29-CL20","3191-5431-SE20","12/11/2020","$8.092.000,00","","RECEPCIÓN CONFORME"
"880","4112-24-CL20","3191-1587-SE21","22/03/2021","$9.282.000,00","","ACEPTADA"
"881","4112-5-CL20","3191-2655-SE20","09/06/2020","$916.300,00","","RECEPCIÓN CONFORME"
"882","4112-6-CL20","3191-5304-SE20","06/11/2020","$145.180,00","","RECEPCIÓN CONFORME"
"883","4112-6-CL20","3191-4966-SE20","15/10/2020","$2.967.860,00","","RECEPCIÓN CONFORME"
"884","4112-6-CL20","3191-4215-SE20","07/09/2020","$1.516.060,00","","RECEPCIÓN CONFORME"
"885","4112-6-CL20","3191-5637-SE20","24/11/2020","$101.150,00","","RECEPCIÓN CONFORME"
"886","4112-18-CL21","3191-1720-SE21","26/03/2021","$3.558.100,00","","ACEPTADA"
"887","4112-6-CL20","3191-3456-SE20","23/07/2020","$631.890,00","","RECEPCIÓN CONFORME"
"888","4112-5-CL20","3191-1686-SE20","02/04/2020","$916.300,00","","ACEPTADA"
"889","4112-5-CL20","3191-1123-SE21","23/02/2021","$499.800,00","","ACEPTADA"
"890","4112-6-CL20","3191-361-SE21","14/01/2021","$420.070,00","","ACEPTADA"
"891","4112-6-CL20","3191-76-SE21","06/01/2021","$320.110,00","","ACEPTADA"
"892","4112-6-CL20","3191-3964-SE20","24/08/2020","$2.327.640,00","","ACEPTADA"
"893","4112-6-CL20","3191-1649-SE21","24/03/2021","$99.960,00","","ACEPTADA"
"894","4112-6-CL20","3191-1929-SE21","07/04/2021","$966.280,00","","ACEPTADA"
"895","4112-6-CL20","3191-2657-SE20","09/06/2020","$420.070,00","","RECEPCIÓN CONFORME"
"896","4112-18-CL21","3191-3090-SE20","06/07/2020","$3.558.100,00","","RECEPCIÓN CONFORME"
"897","4112-6-CL20","3191-2018-SE21","12/04/2021","$1.111.460,00","","ACEPTADA"
"898","4112-6-CL20","3191-3427-SE20","21/07/2020","$610.470,00","","RECEPCIÓN CONFORME"
"899","4112-5-CL20","3191-1514-SE20","26/03/2020","$366.520,00","","RECEPCIÓN CONFORME"
"900","4112-6-CL20","3191-2543-SE20","02/06/2020","$421.260,00","","RECEPCIÓN CONFORME"
"901","4112-6-CL20","3191-2768-SE20","16/06/2020","$1.178.100,00","","RECEPCIÓN CONFORME"
"902","4112-18-CL21","3191-3656-SE20","04/08/2020","$10.674.300,00","","RECEPCIÓN CONFORME"
"903","4112-6-CL20","3191-3769-SE20","11/08/2020","$1.078.140,00","","RECEPCIÓN CONFORME"
"904","4112-6-CL20","3191-2372-SE20","25/05/2020","$1.190.000,00","","RECEPCIÓN CONFORME"
"905","4112-6-CL20","3191-5784-SE20","01/12/2020","$3.347.470,00","","RECEPCIÓN CONFORME"
"906","4112-6-CL20","3191-2081-SE21","13/04/2021","$2.105.110,00","","ACEPTADA"
"907","4112-6-CL20","3191-1147-SE21","24/02/2021","$1.262.590,00","","ACEPTADA"
"908","4112-6-CL20","3191-5302-SE20","06/11/2020","$903.210,00","","RECEPCIÓN CONFORME"
"909","4112-6-CL20","3191-5266-SE20","03/11/2020","$1.238.790,00","","RECEPCIÓN CONFORME"
"910","4112-6-CL20","3191-4540-SE20","22/09/2020","$431.970,00","","RECEPCIÓN CONFORME"
"911","4112-5-CL20","3191-3531-SE20","28/07/2020","$297.500,00","","ACEPTADA"
"912","4112-5-CL20","3191-4158-SE20","02/09/2020","$916.300,00","","ACEPTADA"
"913","4112-6-CL20","3191-4600-SE20","24/09/2020","$740.180,00","","RECEPCIÓN CONFORME"
"914","4112-5-CL20","3191-5083-SE20","22/10/2020","$916.300,00","","RECEPCIÓN CONFORME"
"915","4112-6-CL20","3191-281-SE21","12/01/2021","$758.030,00","","ACEPTADA"
"916","4112-6-CL20","3191-315-SE21","13/01/2021","$610.470,00","","ACEPTADA"
"917","4112-6-CL20","3191-5441-SE20","12/11/2020","$758.030,00","","RECEPCIÓN CONFORME"
"918","4112-6-CL20","3191-2082-SE20","30/04/2020","$320.110,00","","ACEPTADA"
"919","4112-6-CL20","3191-4020-SE20","25/08/2020","$1.714.790,00","","RECEPCIÓN CONFORME"
"920","4112-6-CL20","3191-4629-SE20","24/09/2020","$2.582.300,00","","RECEPCIÓN CONFORME"
"921","4112-6-CL20","3191-1152-SE20","09/03/2020","$290.360,00","","RECEPCIÓN CONFORME"
"922","4112-6-CL20","3191-4490-SE20","21/09/2020","$1.962.310,00","","RECEPCIÓN CONFORME"
"923","4112-6-CL20","3191-1663-SE20","31/03/2020","$547.400,00","","RECEPCIÓN CONFORME"
"924","4112-5-CL20","3191-4250-SE20","08/09/2020","$366.520,00","","RECEPCIÓN CONFORME"
"925","4112-6-CL20","3191-4948-SE20","14/10/2020","$257.040,00","","RECEPCIÓN CONFORME"
"926","4112-6-CL20","3191-2278-SE21","22/04/2021","$453.390,00","","ACEPTADA"
"927","4112-6-CL20","3191-3856-SE20","18/08/2020","$431.970,00","","RECEPCIÓN CONFORME"
"928","4112-6-CL20","3191-5614-SE20","23/11/2020","$2.306.220,00","","RECEPCIÓN CONFORME"
"929","4112-5-CL20","3191-5443-SE20","12/11/2020","$733.040,00","","RECEPCIÓN CONFORME"
"930","4112-6-CL20","3191-6203-SE20","22/12/2020","$673.540,00","","ACEPTADA"
"931","4112-5-CL20","3191-2501-SE20","01/06/2020","$2.153.900,00","","RECEPCIÓN CONFORME"
"932","4112-6-CL20","3191-1722-SE21","29/03/2021","$1.869.490,00","","ACEPTADA"
"933","4112-5-CL20","3191-5252-SE20","03/11/2020","$366.520,00","","RECEPCIÓN CONFORME"
"934","4112-5-CL20","3191-450-SE21","19/01/2021","$1.076.950,00","","ACEPTADA"
"935","4112-6-CL20","3191-1844-SE20","11/04/2020","$2.027.760,00","","ACEPTADA"
"936","4112-6-CL20","3191-3622-SE20","31/07/2020","$402.220,00","","ACEPTADA"
"937","4112-5-CL20","3191-1010-SE20","26/02/2020","$366.520,00","","RECEPCIÓN CONFORME"
"938","4112-6-CL20","3191-5134-SE20","26/10/2020","$111.860,00","","RECEPCIÓN CONFORME"
"939","4112-5-CL20","3191-988-SE20","21/02/2020","$1.076.950,00","","RECEPCIÓN CONFORME"
"940","4112-6-CL20","3191-5735-SE20","30/11/2020","$5.096.770,00","","RECEPCIÓN CONFORME"
"941","4112-6-CL20","3191-4369-SE20","14/09/2020","$1.078.140,00","","RECEPCIÓN CONFORME"
"942","4112-5-CL20","3191-1543-SE20","26/03/2020","$366.520,00","","RECEPCIÓN CONFORME"
"943","4112-5-CL20","3191-1647-SE21","24/03/2021","$297.500,00","","ACEPTADA"
"944","4112-6-CL20","3191-6259-SE20","24/12/2020","$101.150,00","","ACEPTADA"
"945","4112-6-CL20","3191-6016-SE20","14/12/2020","$101.150,00","","RECEPCIÓN CONFORME"
"946","4112-6-CL20","3191-1515-SE20","26/03/2020","$1.661.240,00","","RECEPCIÓN CONFORME"
"947","4112-6-CL20","3191-3657-SE20","04/08/2020","$1.376.830,00","","RECEPCIÓN CONFORME"
"948","4112-6-CL20","3191-1685-SE20","02/04/2020","$636.650,00","","ACEPTADA"
"949","4112-43-CL20","3191-508-SE21","20/01/2021","$65.450,00","","ACEPTADA"
"950","4112-14-CL20","3191-5159-SE20","26/10/2020","$243.950,00","","RECEPCIÓN CONFORME"
"951","4112-14-CL20","3191-3767-SE20","11/08/2020","$892.500,00","","RECEPCIÓN CONFORME"
"952","4112-43-CL20","3191-1928-SE21","07/04/2021","$773.500,00","","ACEPTADA"
"1484","4112-24-CL19","3191-1395-SE20","20/03/2020","$707.921,00","","RECEPCIÓN CONFORME"
"1485","4112-69-CL18","3191-1400-SE20","20/03/2020","$773.500,00","","ACEPTADA"
"1486","4112-23-CL19","3191-1406-SE20","20/03/2020","$2.042.135,00","","RECEPCIÓN CONFORME"
"1487","4112-31-CL20","3191-1424-SE21","10/03/2021","$2.558.500,00","","ACEPTADA"
"1488","4112-3-CL20","3191-1439-SE21","10/03/2021","$7.234.837,00","","ACEPTADA"
"1489","4112-2-CL21","3191-1485-SE21","16/03/2021","$833.000,00","","ACEPTADA"
"1490","4112-18-CL20","3191-1498-SE21","16/03/2021","$16.166.150,00","","ACEPTADA"
"1491","4112-71-CL18","3191-1501-SE21","16/03/2021","$8.255.030,00","","ACEPTADA"
"1492","4112-7-CL20","3191-154-SE21","11/01/2021","$565.250,00","","ACEPTADA"
"1493","4112-27-CL19","3191-1559-SE20","27/04/2020","$23.889.845,00","","RECEPCIÓN CONFORME"
"1494","4112-7-CL20","3191-155-SE21","11/01/2021","$565.250,00","","ACEPTADA"
"1495","4112-43-CL20","3191-2825-SE21","18/05/2021","$773.500,00","","ACEPTADA"
"1496","296972-30-CL19","3191-5384-SE20","10/11/2020","$4.778.231,00","","RECEPCIÓN CONFORME"
"1497","4112-11-CL21","3191-2886-SE21","25/05/2021","$1.333.333,00","","ACEPTADA"
"1498","296972-30-CL19","3191-6240-SE20","23/12/2020","$85.537,00","","RECEPCIÓN CONFORME"
"1499","4112-43-CL20","3191-2984-SE21","27/05/2021","$773.500,00","","ACEPTADA"
"1500","4112-14-CL20","3191-2985-SE21","27/05/2021","$892.500,00","","ACEPTADA"
"1501","4112-20-CL21","3191-2986-SE21","27/05/2021","$166.600,00","","ACEPTADA"
"1502","4112-27-CL19","3191-2989-SE21","27/05/2021","$3.254.650,00","","ACEPTADA"
"1503","4112-23-CL20","3191-2993-SE21","27/05/2021","$1.488.982,00","","ACEPTADA"
"1504","4112-43-CL19","3191-2991-SE21","27/05/2021","$762.625,00","","ACEPTADA"
"1505","296972-47-CL18","3191-5471-SE20","13/11/2020","$1.743.314,00","","RECEPCIÓN CONFORME"
"1506","4112-11-CL21","3191-3035-SE21","28/05/2021","$744.402,00","","ACEPTADA"
"1507","296972-30-CL19","3191-4293-SE20","09/09/2020","$7.963.718,00","","RECEPCIÓN CONFORME"
"1508","296972-15-CL19","3191-5255-SE20","03/11/2020","$273.700,00","","RECEPCIÓN CONFORME"
"1509","296972-58-CL19","3191-4742-SE20","01/10/2020","$946.050,00","","RECEPCIÓN CONFORME"
"1510","4112-19-CL21","3191-2677-SE21","12/05/2021","$113.050,00","","ACEPTADA"
"1511","4112-19-CL21","3191-2080-SE21","13/04/2021","$113.050,00","","ACEPTADA"
"1512","4112-19-CL21","3191-2823-SE21","18/05/2021","$113.050,00","","ACEPTADA"
"1513","4112-19-CL21","3191-1725-SE21","29/03/2021","$113.050,00","","ACEPTADA"
"1514","4112-6-CL20","3191-2824-SE21","18/05/2021","$245.140,00","","ACEPTADA"
"1515","4112-6-CL20","3191-3101-SE21","01/06/2021","$930.306,00","","ACEPTADA"
"1516","4112-43-CL20","3191-3062-SE21","31/05/2021","$2.320.500,00","","ACEPTADA"
"1517","4112-14-CL20","3191-3061-SE21","31/05/2021","$606.900,00","","ACEPTADA"
"1518","4112-24-CL20","3191-2988-SE21","27/05/2021","$22.372.000,00","","ACEPTADA"
"1519","4112-27-CL19","3191-2828-SE21","18/05/2021","$451.962,00","","ACEPTADA"
"1520","4112-27-CL19","3191-2802-SE21","17/05/2021","$777.070,00","","ACEPTADA"
"1521","4112-27-CL19","3191-2890-SE21","24/05/2021","$1.362.788,00","","ACEPTADA"
"1522","4112-24-CL19","3191-2681-SE21","12/05/2021","$109.911,00","","ACEPTADA"
"1523","4112-27-CL19","3191-2903-SE21","24/05/2021","$925.820,00","","ACEPTADA"
"1524","4112-71-CL18","3191-2795-SE21","17/05/2021","$4.112.640,00","","ACEPTADA"
"1525","4112-2-CL21","3191-2839-SE21","19/05/2021","$14.280.000,00","","ACEPTADA"
"1526","4112-13-CL20","3191-2905-SE21","24/05/2021","$3.998.400,00","","ACEPTADA"
"1527","4112-31-CL20","3191-2718-SE21","13/05/2021","$1.279.250,00","","ACEPTADA"
"1528","296972-22-CL19","3191-6262-SE20","24/12/2020","$2.162.135,00","","RECEPCIÓN CONFORME"
"1529","296972-7-CL19","3191-4352-SE20","11/09/2020","$110.307,00","","ACEPTADA"
"1530","4112-38-CL19","3191-3047-SE21","31/05/2021","$986.183,00","","ACEPTADA"
"1531","4112-4-CL20","3191-2762-SE21","14/05/2021","$7.708.969,00","","ACEPTADA"
"1532","4112-26-CL19","3191-2666-SE21","12/05/2021","$4.244.541,00","","ACEPTADA"
"1533","4112-19-CL20","3191-3018-SE21BK1","27/05/2021","$11.141.970,00","","ANULADA"
"1534","4112-38-CL19","3191-3046-SE21","28/05/2021","$2.758.491,00","","ACEPTADA"
"1535","4112-15-CL21","3191-2952-SE21","26/05/2021","$43.255.072,00","","ACEPTADA"
"1536","4112-15-CL20","3191-2891-SE21","25/05/2021","$874.650,00","","ACEPTADA"
"1537","4112-15-CL20","3191-2884-SE21","24/05/2021","$874.650,00","","ACEPTADA"
"1538","4112-12-CL21","3191-2871-SE21","25/05/2021","$1.839.149,00","","ACEPTADA"
"1539","296972-15-CL19","3191-5180-SE20","28/10/2020","$21.420.000,00","","RECEPCIÓN CONFORME"
"1540","296972-51-CL19","3191-5245-SE20","02/11/2020","$3.570.000,00","","RECEPCIÓN CONFORME"
"1541","4112-69-CL18","3191-3064-SE21","31/05/2021","$773.500,00","","ACEPTADA"
"1542","4112-7-CL21","3191-3068-SE21","31/05/2021","$1.368.500,00","","ACEPTADA"
"1543","296972-30-CL19","3191-3822-SE20","17/08/2020","$5.890.500,00","","RECEPCIÓN CONFORME"
"1544","4112-6-CL21","3191-3050-SE21","31/05/2021","$4.792,00","","ACEPTADA"
"1545","4112-38-CL21","3191-2774-SE21","17/05/2021","$7.772.097,00","","ACEPTADA"
"1546","4112-8-CL19","3191-2805-SE21","18/05/2021","$4.998.056,00","","ACEPTADA"
"1547","4112-56-CL18","3191-2804-SE21","18/05/2021","$3.927.000,00","","ACEPTADA"
"1548","4112-11-CL21","3191-3092-SE21","31/05/2021","$561.757,00","","ACEPTADA"
"1549","4112-37-CL21","3191-3070-SE21","31/05/2021","$115.382,00","","ACEPTADA"
"1550","TD-0001","3191-3030-SE21","27/05/2021","$1.203.994,00","","ACEPTADA"
"1551","TD-0002","3191-3020-SE21","27/05/2021","$1.251.613,00","","ACEPTADA"
"1552","4112-13-CL20","3191-3058-SE21","31/05/2021","$2.736.048,00","","ACEPTADA"
"1553","4112-13-CL20","3191-3057-SE21","31/05/2021","$4.676.700,00","","ACEPTADA"
"1554","4112-15-CL20","3191-2853-SE21","20/05/2021","$19.536.614,00","","ACEPTADA"
"1555","4112-12-CL20","3191-2992-SE21","27/05/2021","$1.387.659,00","","ACEPTADA"
"1556","4112-44-CL21","3191-3009-SE21BK1","27/05/2021","$340.162,00","","ANULADA"
"1557","4112-44-CL21","3191-3943-SE20BK1","21/08/2020","$735.456,00","","ANULADA"
"1558","4112-44-CL21","3191-285-SE21BK1","13/01/2021","$735.456,00","","ANULADA"
"1559","4112-44-CL21","3191-2379-SE19BK1","20/05/2019","$435.711,00","","ANULADA"
"1560","4112-44-CL21","3191-4454-SE19BK1","26/07/2021","$777.908,00","","ANULADA"
"1561","4112-44-CL21","3191-160-SE20BK1","10/01/2020","$712.302,00","","ANULADA"
"1562","296972-47-CL18","3191-5469-SE19","15/10/2019","$3.486.629,00","","RECEPCIÓN CONFORME"
"1563","296972-51-CL18","3191-5969-SE19","07/11/2019","$47.124,00","","RECEPCIÓN CONFORME"
"1564","296972-30-CL19","3191-5623-SE19","22/10/2019","$13.221.281,00","","RECEPCIÓN CONFORME"
"1565","296972-29-CL19","3191-5625-SE19","22/10/2019","$14.776.825,00","","RECEPCIÓN CONFORME"
"1566","296972-18-CL19","3191-5580-SE19","18/10/2019","$838.093,00","","RECEPCIÓN CONFORME"
"1567","296972-23-CL19","3191-5859-SE19","06/11/2019","$403.470,00","","RECEPCIÓN CONFORME"
"1568","296972-57-CL19","3191-5458-SE19","15/10/2019","$1.375.469,00","","RECEPCIÓN CONFORME"
"1569","296972-12-CL19","3191-5860-SE19","06/11/2019","$19.962.250,00","","RECEPCIÓN CONFORME"
"1570","296972-55-CL19","3191-5531-SE19","17/10/2019","$673.457,00","","RECEPCIÓN CONFORME"
"1571","296972-47-CL18","3191-6595-SE19","06/12/2019","$337.365,00","","RECEPCIÓN CONFORME"
"1572","296972-47-CL18","3191-5843-SE19","05/11/2019","$168.683,00","","RECEPCIÓN CONFORME"
"1573","296972-7-CL19","3191-5803-SE19","04/11/2019","$329.297,00","","RECEPCIÓN CONFORME"
"1574","296972-25-CL19","3191-5804-SE19","04/11/2019","$141.015,00","","RECEPCIÓN CONFORME"
"1575","296972-12-CL19","3191-6184-SE19","15/11/2019","$14.299.040,00","","RECEPCIÓN CONFORME"
"1576","296972-25-CL19","3191-4688-SE20","29/09/2020","$3.712.800,00","","ACEPTADA"
"1577","296972-25-CL19","3191-4689-SE20","29/09/2020","$1.095.990,00","","ACEPTADA"
"1578","296972-30-CL19","3191-4692-SE20","29/09/2020","$266.560,00","","RECEPCIÓN CONFORME"
"1579","296972-30-CL19","3191-4693-SE20","29/09/2020","$20.774.354,00","","RECEPCIÓN CONFORME"
"1580","296972-15-CL19","3191-3700-SE20","06/08/2020","$136.850,00","","ACEPTADA"
"1581","296972-18-CL19","3191-3715-SE20","07/08/2020","$2.380.000,00","","RECEPCIÓN CONFORME"
"1582","296972-30-CL19","3191-3717-SE20","07/08/2020","$2.856.000,00","","RECEPCIÓN CONFORME"
"1583","296972-15-CL19","3191-3746-SE20","10/08/2020","$71.400,00","","RECEPCIÓN CONFORME"
"1584","296972-16-CL19","3191-4964-SE20","15/10/2020","$1.133.546,00","","RECEPCIÓN CONFORME"
"1585","296972-14-CL19","3191-3101-SE20","08/07/2020","$90.440,00","","ACEPTADA"
"1586","296972-30-CL19","3191-3112-SE20","09/07/2020","$23.146.138,00","","RECEPCIÓN CONFORME"
"1587","296972-22-CL19","3191-3139-SE20","09/07/2020","$8.840.005,00","","RECEPCIÓN CONFORME"
"1588","296972-57-CL19","3191-3143-SE20","09/07/2020","$18.756.423,00","","RECEPCIÓN CONFORME"
"1589","296972-23-CL19","3191-3147-SE20","09/07/2020","$34.410.133,00","","RECEPCIÓN CONFORME"
"1909","4112-9-CL21","3191-2370-SE21","03/05/2021","$1.564.588,00","","ENVIADA A PROVEEDOR"
"1910","4112-43-CL19","3191-2376-SE20","27/05/2020","$3.838.859,00","","RECEPCIÓN CONFORME"
"1911","4112-24-CL19","3191-2378-SE20","27/05/2020","$109.911,00","","RECEPCIÓN CONFORME"
"1912","4112-38-CL19","3191-2426-SE21","30/04/2021","$2.758.491,00","","ACEPTADA"
"1913","4112-38-CL19","3191-2427-SE21","30/04/2021","$3.936.898,00","","ACEPTADA"
"1914","4112-48-CL20","3191-2431-SE21","29/04/2021","$18.381.717,00","","EN PROCESO"
"1915","4112-38-CL19","3191-2446-SE20","28/05/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1916","4112-38-CL19","3191-2448-SE20","28/05/2020","$634.746,00","","RECEPCIÓN CONFORME"
"1917","4112-3-CL20","3191-2491-SE20","29/05/2020","$7.234.837,00","","ACEPTADA"
"1918","4112-24-CL19","3191-2499-SE19","28/05/2019","$109.911,00","","RECEPCIÓN CONFORME"
"1919","4112-23-CL19","3191-2500-SE19","28/05/2019","$52.360,00","","RECEPCIÓN CONFORME"
"1920","4112-27-CL19","3191-2536-SE20","02/06/2020","$13.553.029,00","","RECEPCIÓN CONFORME"
"1921","4112-27-CL19","3191-2546-SE20","02/06/2020","$1.111.222,00","","ACEPTADA"
"1922","4112-24-CL19","3191-2560-SE20","03/06/2020","$109.911,00","","RECEPCIÓN CONFORME"
